Producto,Tipo,Volumen,Peso,Retornable,familia_inferida,categoria_logistica,zona_recomendada,prioridad_acceso,requiere_lateral,fragil,pesado,apilable,retorno_dinamico,orden_carga_recomendado,regla_aplicada
0CF1029,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1031,UN,FB05A2,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1034,UN,DA04A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1035,CAJ,ZCG,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF1112,CAJ,AA0005,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF1122,CAJ,ZCG,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF1133,UN,FC01A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1134,UN,FA08B5,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1135,UN,FA09A1,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1136,UN,FA08A2,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1137,UN,FC01A3,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1138,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1139,UN,ZCG,,No,Café,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0CF1140,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1141,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1142,,ZCG,,No,Café,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0CF1143,CAJ,ZCG,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0CF1144,CAJ,ZCG,,No,Café,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LI0289,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0509,UN,FA10A2,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0510,UN,FA10A3,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0512,UN,FA10A4,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0521,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0538,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0539,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0542,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0598,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0658,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0666,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0681,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0690,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0692,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0713,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0718,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0719,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0720,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0725,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0752,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI0909,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0922,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0963,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0968,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0974,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0981,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0982,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI0998,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1137,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1138,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1361,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1592,,ZCG,,No,Licor,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0LI1680,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1681,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1709,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1858,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI1936,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2207,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2412,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2466,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2478,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2479,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2482,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2490,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2518,BOT,ZCG,,No,Licor,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0LI2530,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2544,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2545,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2580,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2585,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2587,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2591,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2595,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2631,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2672,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2678,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2687,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2688,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2689,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2690,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2691,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2692,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2693,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2695,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2696,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2697,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2698,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2704,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2725,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2729,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2730,UN,ZCG,,No,Licor,Unidad estándar,Zona flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN => unidad estándar flexible
0LI2732,,ZCG,,No,Licor,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0LI2734,,ZCG,,No,Licor,Estándar,Zona general,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Sin regla específica => estándar
0LM01002,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0531,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0545,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0556,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0572,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0583,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0584,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0588,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0599,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0647,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0661,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0663,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
0LM0676,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
0LM0678,UN,ZCG,,No,Higiene/menaje,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0LM0685,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0690,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0694,CAJ,ZCG,,No,Higiene/menaje,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0LM0699,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
0LM0735,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
0LM0736,PAK,ZCG,,No,Higiene/menaje,Pack ligero,Zona media / superior,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo PAK => pack ligero y flexible
